shipment_id,origin,destination,weight,shipping_cost,delivery_date,status
SH-42803,USA,Italy,48.08,38.93,2024/08/09,In Transit
SH-42804,Germany,Germany,-9.0,63.44,12/19/2024,Pending
SH-42805,China,,30.65,92.73,,Delivered
SH-42806,Tunisia,Germany,23.09,66.11,05/04/2024,In Transit
SH-42807,Germany,Germany,4.3,51.88,2024-08-05,Pending
SH-42808,Tunisia,Italy,invalid,-2.74,04/10/2024,Pending
SH-42809,Germany,,36.49,122.67,2024/09/08,In Transit
SH-42810,USA,UK,25.44,53.48,02/21/2024,In Transit
SH-42811,USA,abc,,149.7,2024-03-06,In Transit
SH-42812,Spain,Italy,40.35,invalid,2024/12/25,Pending
SH-42813,Germany,Germany,26.54,144.99,,Pending
SH-42814,China,Germany,1.33,107.62,2024-11-13,Pending
SH-42815,Tunisia,UK,29.45,199.52,01/14/2024,Delivered
SH-42816,Spain,UK,14.49,-6.22,invalid,In Transit
SH-42817,China,abc,23.3,,2024/07/28,In Transit
SH-42818,USA,France,23.63,-17.06,,In Transit
SH-2532,Germany,,,-19.2,2024-10-01,In Transit
SH-3000,Spain,,,79.51,2024-12-15,Pending
SH-42821,Germany,invalid,35.43,24.65,08/18/2024,Delivered
SH-42822,Spain,UK,43.76,abc,invalid,In Transit
SH-42823,USA,France,abc,abc,07/13/2024,In Transit
SH-42824,Tunisia,Germany,21.62,38.3,2024/12/27,In Transit
SH-42825,Tunisia,Italy,31.02,66.54,09/16/2024,In Transit
SH-42826,Germany,France,21.86,59.56,abc,Delivered
SH-42827,Germany,Germany,-7.81,180.44,2024-05-18,Delivered
SH-42828,USA,,abc,86.53,2024/09/17,In Transit
SH-42829,China,France,16.37,,2024/11/17,In Transit
SH-42830,Spain,,24.2,invalid,2024/08/19,In Transit
SH-42831,USA,Germany,-9.06,188.41,2024-12-25,Pending
SH-42832,China,Italy,33.42,83.79,2024-01-07,In Transit
SH-42833,China,,14.61,67.53,06/17/2024,In Transit
SH-42834,Germany,UK,-5.4,37.87,2024/03/20,Pending
SH-42835,USA,Germany,37.24,170.48,2024/05/19,Delivered
SH-42836,China,France,15.97,79.58,12/27/2024,Pending
SH-2641,Tunisia,Italy,43.87,198.41,09/04/2024,In Transit
SH-42838,China,Italy,3.32,129.93,08/02/2024,In Transit
SH-42839,Tunisia,France,14.89,88.24,2024/11/21,In Transit
SH-42840,Germany,UK,25.03,115.58,11/24/2024,In Transit
SH-42841,USA,Italy,-1.87,169.45,2024-11-14,Pending
SH-42842,Germany,UK,9.18,144.71,abc,Pending
SH-42843,USA,,,140.66,2024-02-16,In Transit
SH-42844,Germany,France,-9.35,-2.86,2024-12-07,Pending
SH-42845,Germany,,36.54,-0.35,02/13/2024,Pending
SH-42846,China,,14.6,181.56,,Delivered
SH-42847,China,France,25.14,166.83,2024/04/28,Pending
SH-42848,China,France,7.25,38.57,08/05/2024,Pending
SH-42849,Germany,Italy,,abc,2024/03/11,Pending
SH-42850,USA,invalid,0.72,-17.18,2024/06/27,Delivered
SH-42851,Spain,France,-7.62,15.01,2024/07/15,Delivered
SH-42852,Tunisia,Italy,6.77,8.61,04/19/2024,Delivered
SH-42853,Germany,France,27.41,97.53,2024-06-27,Delivered
SH-42854,USA,,8.36,91.93,05/23/2024,Pending
SH-42855,China,,44.36,77.87,2024-06-15,Pending
SH-42856,China,France,36.83,24.71,11/05/2024,In Transit
SH-42857,USA,invalid,34.49,,12/08/2024,In Transit
SH-42858,Germany,invalid,17.07,147.88,12/21/2024,Delivered
SH-42859,Spain,UK,1.99,68.97,11/24/2024,Pending
SH-42860,Germany,UK,4.18,96.84,2024-09-19,Pending
SH-42861,China,UK,-0.92,168.35,2024-06-01,Pending
SH-42862,China,UK,-9.87,-8.14,2024-02-16,In Transit
SH-42863,USA,Germany,5.96,17.11,invalid,In Transit
SH-42864,China,,,26.35,,Pending
SH-42865,Tunisia,UK,25.9,166.45,2024/04/28,Delivered
SH-2056,USA,France,32.49,-18.75,invalid,Delivered
SH-2722,China,,abc,28.0,09/19/2024,Delivered
SH-42868,China,UK,-2.48,58.1,2024/03/02,Pending
SH-42869,USA,Italy,38.76,17.2,2024/09/25,In Transit
SH-42870,Tunisia,UK,18.39,95.14,2024/03/22,Pending
SH-42871,Spain,UK,15.45,-2.29,2024/06/15,In Transit
SH-2175,Spain,abc,38.63,43.44,2024/08/28,Delivered
SH-42873,Tunisia,,invalid,121.95,09/14/2024,In Transit
SH-42874,China,invalid,3.07,abc,2024-06-03,Delivered
SH-42875,China,Italy,15.51,invalid,2024/08/22,Delivered
SH-2119,Tunisia,UK,,100.99,04/13/2024,Delivered
SH-42877,Spain,,32.03,119.43,,In Transit
SH-42878,Spain,UK,37.81,121.87,2024-10-04,In Transit
SH-42879,Spain,France,14.5,97.68,2024/12/24,In Transit
SH-42880,Germany,Germany,10.43,155.42,2024-08-04,In Transit
SH-42881,USA,France,21.0,136.82,2024-06-15,Pending
SH-42882,China,UK,22.67,58.13,08/13/2024,Delivered
SH-42883,Germany,France,37.66,113.05,10/15/2024,In Transit
SH-42884,China,,abc,,2024-12-19,Delivered
SH-42885,China,,,42.64,2024/09/27,In Transit
SH-42886,Spain,France,4.08,abc,,Delivered
SH-2235,Tunisia,UK,-5.27,51.51,2024/11/02,Pending
SH-42888,USA,UK,37.17,30.06,2024/04/17,Pending
SH-42889,China,,,181.26,2024/12/10,In Transit
SH-42890,Spain,,3.98,abc,2024/03/26,Pending
SH-42891,China,Italy,9.41,88.19,2024-03-15,Pending
SH-42892,USA,Italy,6.27,-19.39,2024-05-02,In Transit
SH-42893,China,France,43.77,55.36,2024/07/23,Delivered
SH-42894,USA,UK,16.75,143.16,2024/10/25,Delivered
SH-42895,Spain,France,-2.16,invalid,2024-05-09,In Transit
SH-42896,China,Germany,36.71,17.48,2024-05-05,Delivered
SH-42897,Tunisia,Germany,18.34,167.63,2024/08/04,Delivered
SH-42898,China,France,49.89,59.18,abc,Pending
SH-2861,Germany,France,34.67,106.95,invalid,Delivered
SH-42900,Spain,Italy,0.34,-3.1,11/19/2024,In Transit
SH-2146,Germany,Italy,invalid,116.7,2024/01/19,Delivered
SH-42902,Tunisia,France,42.38,27.11,2024/11/14,Delivered
SH-42903,USA,Italy,41.12,85.32,2024-02-14,Pending
SH-2498,China,UK,,72.98,2024/09/17,Pending
SH-42905,Tunisia,France,35.1,7.53,03/06/2024,Delivered
SH-42906,USA,Italy,abc,24.64,10/18/2024,In Transit
SH-42907,Germany,,3.56,abc,,In Transit
SH-42908,Spain,invalid,21.33,163.86,,In Transit
SH-42909,Spain,Italy,26.62,,04/26/2024,Delivered
SH-42910,Germany,Italy,11.96,-17.3,2024/01/15,In Transit
SH-42911,USA,invalid,41.49,77.35,06/22/2024,Delivered
SH-42912,Spain,,abc,174.25,2024-12-03,Pending
SH-42913,China,Germany,21.48,-18.66,2024-12-24,Delivered
SH-42914,Tunisia,UK,19.12,74.91,11/19/2024,Delivered
SH-42915,China,Italy,-8.24,126.14,2024-12-21,Pending
SH-2425,Spain,Italy,,150.23,06/06/2024,In Transit
SH-42917,Germany,invalid,-7.39,-8.07,2024-05-17,Delivered
SH-42918,Spain,Germany,14.44,70.56,2024/06/22,In Transit
SH-42919,Tunisia,France,3.44,189.67,,Delivered
SH-42920,Germany,UK,27.63,164.9,03/02/2024,In Transit
SH-42921,Spain,Italy,28.09,133.68,05/05/2024,In Transit
SH-42922,China,France,-5.01,43.11,01/04/2024,In Transit
SH-42923,Germany,,43.3,199.75,02/07/2024,Delivered
SH-42924,Germany,,6.55,10.86,2024-05-05,Pending
SH-42925,Germany,abc,10.85,invalid,invalid,Pending
SH-42926,Spain,Germany,34.23,68.97,2024/03/06,Pending
SH-42927,China,UK,41.62,199.26,2024-07-08,Delivered
SH-42928,USA,UK,29.6,-19.4,2024-05-03,Delivered
SH-42929,USA,France,10.98,142.97,2024-03-28,In Transit
SH-42930,Germany,Italy,-0.46,155.61,2024-10-16,In Transit
SH-42931,Spain,Germany,49.57,192.05,2024/05/25,In Transit
SH-42932,Tunisia,France,7.78,80.81,,Pending
SH-42933,China,France,30.56,65.09,02/18/2024,Delivered
SH-42934,USA,Germany,-5.15,192.63,2024/05/16,In Transit
SH-42935,Spain,Italy,7.0,,2024/04/09,In Transit
SH-2068,Tunisia,UK,-9.93,60.55,2024-06-27,Pending
SH-42937,Tunisia,UK,15.75,-18.54,2024-08-16,Pending
SH-42938,Tunisia,,,190.33,invalid,Delivered
SH-42939,Germany,,11.95,,invalid,Delivered
SH-42940,Spain,UK,invalid,invalid,01/28/2024,In Transit
SH-42941,Germany,abc,37.39,66.3,10/19/2024,Delivered
SH-42942,China,UK,26.12,59.61,abc,In Transit
SH-42943,Spain,Italy,5.11,118.91,10/12/2024,Delivered
SH-42944,Germany,Italy,44.96,-12.44,03/04/2024,In Transit
SH-42945,Tunisia,,16.2,120.06,10/01/2024,In Transit
SH-2121,Tunisia,,-4.6,,2024/09/27,In Transit
SH-42947,USA,France,abc,149.98,10/14/2024,Pending
SH-42948,USA,UK,11.67,99.86,2024/07/26,Delivered
SH-2206,USA,Italy,abc,invalid,2024-05-15,In Transit
SH-42950,Tunisia,,49.32,119.06,invalid,Pending
SH-2611,Tunisia,Germany,34.88,33.94,2024/09/21,Pending
SH-42952,Spain,Germany,8.62,2.03,11/13/2024,Delivered
SH-42953,Spain,Germany,16.45,32.7,2024-11-18,Pending
SH-42954,China,,18.89,104.14,invalid,Pending
SH-42955,Spain,UK,34.92,93.27,,Pending
SH-42956,Spain,UK,46.27,-7.16,04/07/2024,In Transit
SH-42957,Spain,abc,1.57,153.0,2024/05/02,In Transit
SH-2549,China,UK,48.19,183.79,2024/03/01,Pending
SH-42959,China,,37.48,80.6,invalid,Delivered
SH-42960,USA,Italy,18.47,169.35,2024/05/10,Pending
SH-42961,China,Italy,14.25,173.01,2024/09/12,In Transit
SH-2242,USA,France,-4.37,abc,,Pending
SH-42963,Tunisia,UK,0.19,73.26,2024/01/20,Delivered
SH-2943,Germany,,26.2,103.61,,Pending
SH-42965,Germany,UK,38.86,105.12,2024-07-17,Pending
SH-42966,Tunisia,Italy,38.68,84.94,invalid,Pending
SH-42967,Germany,Germany,42.75,165.92,05/21/2024,Delivered
SH-2233,Spain,Germany,6.54,abc,2024-10-11,Delivered
SH-42969,Germany,,-9.56,189.66,08/08/2024,Delivered
SH-42970,China,,9.26,149.3,09/06/2024,In Transit
SH-2413,Spain,France,22.6,abc,08/17/2024,Delivered
SH-42972,Spain,France,,15.05,2024/05/07,Pending
SH-42973,Spain,,35.15,132.18,2024-12-07,In Transit
SH-42974,Spain,,25.19,8.47,2024/05/21,Delivered
SH-42975,China,Italy,,,2024/06/06,Delivered
SH-42976,China,France,34.37,4.22,2024/11/01,In Transit
SH-42977,Germany,Italy,21.25,-7.13,2024-05-16,Pending
SH-42978,Spain,UK,11.03,-9.88,2024-03-21,Pending
SH-42979,USA,,-3.58,59.9,abc,Pending
SH-42980,Spain,Germany,14.51,invalid,2024-01-22,Delivered
SH-42981,China,UK,16.34,abc,2024-06-17,In Transit
SH-42982,China,France,,abc,2024/02/03,Delivered
SH-42983,China,Germany,31.73,invalid,01/25/2024,Delivered
SH-42984,USA,,25.11,,invalid,Pending
SH-42985,Spain,,26.84,68.1,2024/12/24,In Transit
SH-42986,Spain,Germany,,,09/07/2024,Delivered
SH-42987,China,France,23.48,130.92,2024/04/02,In Transit
SH-42988,China,Germany,23.21,159.36,2024-02-13,In Transit
SH-42989,China,France,28.13,abc,2024/08/01,Pending
SH-42990,China,Italy,33.15,-9.38,01/24/2024,In Transit
SH-42991,USA,France,9.86,,2024/01/13,Delivered
SH-42992,China,Italy,42.53,110.82,2024-12-20,Delivered
SH-42993,Tunisia,,-9.45,132.56,2024-09-07,Pending
SH-42994,China,UK,46.66,29.38,2024/05/14,Pending
SH-42995,Spain,Italy,-2.1,52.07,2024-02-18,Delivered
SH-42996,Spain,Germany,42.97,138.6,06/11/2024,Delivered
SH-42997,Spain,France,8.92,abc,2024-11-04,Delivered
SH-42998,Tunisia,,39.89,46.47,abc,In Transit
SH-42999,Germany,,abc,-16.57,2024/09/12,In Transit
SH-43000,China,UK,7.17,105.94,2024-04-19,In Transit
SH-43001,Germany,,5.98,,10/16/2024,In Transit
SH-43002,Tunisia,Italy,-9.93,138.35,09/16/2024,Pending
SH-2862,Spain,UK,,58.17,08/25/2024,Delivered
SH-43004,Spain,,,-19.96,02/07/2024,Pending
SH-43005,China,France,43.47,158.31,2024-05-19,Delivered
SH-43006,Germany,France,30.73,167.58,2024/09/25,In Transit
SH-43007,China,Italy,,,07/20/2024,Pending
SH-43008,USA,,2.9,132.17,2024-06-05,Delivered
SH-43009,China,France,0.39,40.47,,Delivered
SH-43010,USA,UK,16.2,110.92,2024-04-16,Pending
SH-43011,Tunisia,Italy,,,,Pending
SH-43012,China,,1.15,152.03,2024/09/03,Pending
SH-43013,Germany,France,abc,76.87,2024/10/06,In Transit
SH-43014,Germany,Germany,3.96,99.96,2024/03/15,In Transit
SH-43015,Tunisia,France,38.19,82.37,abc,Pending
SH-43016,Spain,Italy,7.04,,2024-11-09,In Transit
SH-43017,Spain,,9.48,87.73,2024/11/25,In Transit
SH-2481,Tunisia,Germany,7.45,,08/14/2024,Pending
SH-43019,USA,,15.01,103.71,11/11/2024,Delivered
SH-43020,Tunisia,UK,-8.99,,08/04/2024,Delivered
SH-43021,Spain,,-8.16,114.78,2024/09/22,In Transit
SH-43022,China,Italy,-2.09,38.34,2024-06-28,Delivered
SH-2747,Spain,France,17.83,148.94,2024-08-20,Pending
SH-43024,USA,Italy,29.19,,2024/08/02,Delivered
SH-43025,Germany,France,13.8,,,Delivered
SH-43026,Spain,Germany,,167.47,2024-01-13,In Transit
SH-43027,China,UK,44.86,23.77,invalid,Pending
SH-43028,Germany,Germany,3.96,,2024-07-23,In Transit
SH-43029,Spain,Italy,-7.34,159.12,04/12/2024,In Transit
SH-43030,Spain,Germany,-5.35,,2024-07-10,Delivered
SH-43031,Germany,Italy,45.92,abc,2024-04-07,In Transit
SH-43032,Spain,Germany,47.09,188.55,2024-02-20,Pending
SH-43033,Germany,France,0.03,183.96,12/18/2024,In Transit
SH-43034,China,UK,-0.18,143.97,2024-01-08,Delivered
SH-43035,China,Italy,8.79,172.56,2024/03/19,Delivered
SH-43036,China,,-9.59,93.11,abc,Delivered
SH-43037,Spain,Italy,invalid,43.03,11/28/2024,Delivered
SH-43038,Tunisia,,36.65,96.07,2024-05-12,In Transit
SH-43039,Germany,abc,,-7.33,,Pending
SH-43040,China,UK,-6.56,159.51,2024-06-03,Delivered
SH-43041,China,,45.31,49.67,2024/03/28,Delivered
SH-43042,Tunisia,Italy,44.33,25.22,02/13/2024,Pending
SH-43043,Spain,France,invalid,187.54,2024-08-06,Pending
SH-43044,Spain,France,38.84,189.81,09/13/2024,Delivered
SH-43045,Germany,Italy,3.19,71.82,08/14/2024,Delivered
SH-43046,Spain,invalid,-9.6,26.89,03/02/2024,In Transit
SH-43047,Spain,Italy,-0.36,120.74,2024/07/02,Delivered
SH-43048,China,,15.34,1.68,2024-08-18,In Transit
SH-43049,USA,,48.34,66.3,invalid,Delivered
SH-43050,China,France,45.62,59.27,2024/02/24,Pending
SH-43051,Spain,UK,29.66,invalid,2024-08-12,Pending
SH-43052,Spain,France,3.66,172.31,2024-05-15,Delivered
SH-43053,Spain,France,17.87,150.99,invalid,In Transit
SH-43054,Germany,Germany,16.56,4.54,06/16/2024,Delivered
SH-43055,Spain,abc,9.44,145.75,07/27/2024,In Transit
SH-43056,USA,Italy,-1.62,58.21,12/23/2024,In Transit
SH-43057,Tunisia,France,22.65,169.86,invalid,Delivered
SH-43058,Germany,abc,35.22,153.21,03/14/2024,Pending
SH-43059,Germany,,-4.73,-6.51,2024-06-14,In Transit
SH-43060,Germany,,31.91,invalid,05/03/2024,Pending
SH-43061,China,Italy,0.88,,2024/07/09,Delivered
SH-43062,Tunisia,France,41.78,55.8,2024/10/28,Pending
SH-43063,China,Germany,12.35,1.51,2024-07-20,In Transit
SH-43064,Spain,,30.16,0.53,2024/07/23,In Transit
SH-43065,Spain,Germany,28.48,193.78,2024-03-01,Delivered
SH-43066,China,UK,2.48,42.83,2024-11-13,Delivered
SH-43067,China,France,28.56,128.46,,Delivered
SH-43068,Germany,Germany,invalid,-15.44,09/18/2024,Delivered
SH-43069,China,Italy,-0.1,99.22,2024-04-02,Delivered
SH-2207,Tunisia,Germany,30.36,96.17,abc,Delivered
SH-43071,Germany,UK,-6.26,invalid,2024/01/05,Delivered
SH-43072,Germany,invalid,8.78,118.8,2024/04/08,Pending
SH-43073,Spain,Germany,,abc,07/11/2024,In Transit
SH-43074,Tunisia,Germany,-4.62,166.36,07/28/2024,Pending
SH-2839,China,France,42.44,-17.33,,In Transit
SH-43076,Spain,UK,11.35,169.73,2024-11-03,Delivered
SH-43077,Germany,,14.19,142.88,2024/06/04,Delivered
SH-43078,Tunisia,,19.69,24.77,2024-02-23,Pending
SH-43079,Germany,,18.17,95.32,2024-03-12,In Transit
SH-43080,Germany,,invalid,95.44,,Pending
SH-43081,China,,45.48,-6.36,11/22/2024,Pending
SH-43082,Germany,UK,,184.29,06/28/2024,Delivered
SH-43083,Spain,,38.76,14.91,05/02/2024,In Transit
SH-2084,USA,Italy,42.21,149.54,2024/08/11,In Transit
SH-43085,Germany,,25.63,,,Delivered
SH-43086,Germany,France,46.95,0.54,2024-10-14,In Transit
SH-2826,Tunisia,,-0.11,166.27,04/16/2024,In Transit
SH-43088,Tunisia,Italy,-7.2,47.87,invalid,In Transit
SH-43089,USA,,abc,abc,2024/06/10,Pending
SH-43090,Spain,,30.81,23.35,2024/12/02,Delivered
SH-43091,China,UK,25.05,111.14,2024/11/17,Delivered
SH-43092,Spain,UK,9.57,174.95,2024/11/03,Pending
SH-43093,Spain,,23.58,95.93,04/22/2024,Pending
SH-43094,Germany,Germany,41.92,35.54,2024/03/26,Delivered
SH-43095,China,Germany,1.47,103.91,01/27/2024,Delivered
SH-43096,Germany,Italy,abc,74.36,2024/03/24,Pending
SH-43097,Spain,France,,164.32,2024-06-01,In Transit
SH-43098,Spain,abc,22.41,105.37,2024-02-19,In Transit
SH-43099,Germany,Germany,34.63,121.65,,Delivered
SH-43100,USA,Italy,33.62,159.57,2024-09-23,In Transit
SH-43101,Germany,France,32.33,34.77,2024/05/17,Pending
SH-43102,China,Germany,-1.23,5.91,invalid,Delivered
SH-43103,Germany,Germany,-8.83,55.4,06/23/2024,Pending
SH-43104,Spain,Germany,invalid,-2.73,invalid,Delivered
SH-43105,Spain,Italy,2.61,155.94,2024-10-10,In Transit
SH-2921,China,Germany,7.02,-5.26,,In Transit
SH-43107,China,France,36.27,197.88,2024-03-13,Pending
SH-43108,Spain,Italy,8.18,-8.63,2024/11/08,Pending
SH-43109,Tunisia,,,-19.08,11/28/2024,Pending
SH-43110,China,Italy,34.13,,,Pending
SH-43111,USA,Germany,-6.4,170.96,2024/05/18,Delivered
SH-43112,China,UK,10.38,-14.07,01/25/2024,Delivered
SH-2762,Germany,Italy,41.25,169.43,09/09/2024,Pending
SH-43114,China,,40.14,34.19,2024/05/02,Delivered
SH-2838,Spain,invalid,47.12,54.52,2024-02-27,Pending
SH-43116,Spain,Germany,35.75,79.79,2024-06-04,Pending
SH-43117,Tunisia,France,39.55,119.71,2024-09-13,In Transit
SH-43118,USA,France,4.85,93.1,2024/07/23,Delivered
SH-43119,China,UK,3.83,102.78,2024/07/18,Pending
SH-43120,Spain,Germany,42.93,78.36,04/05/2024,In Transit
SH-43121,China,France,47.03,103.34,2024-05-15,Pending
SH-43122,Tunisia,Italy,24.04,136.99,04/25/2024,In Transit
SH-43123,Germany,,invalid,33.62,2024/10/26,Delivered
SH-43124,USA,,invalid,20.82,2024/08/07,Pending
SH-43125,Tunisia,France,39.27,93.92,11/22/2024,Delivered
SH-43126,USA,,27.48,-16.97,06/16/2024,Delivered
SH-43127,USA,Germany,31.23,35.82,2024/09/07,Delivered
SH-43128,Tunisia,France,24.0,71.79,2024/02/05,In Transit
SH-43129,Germany,UK,25.07,105.52,05/18/2024,Pending
SH-2191,Germany,,37.7,53.28,2024-08-27,In Transit
SH-2260,Spain,Germany,41.67,148.53,10/26/2024,Delivered
SH-43132,Tunisia,Italy,23.3,60.52,2024/11/06,Delivered
SH-43133,Tunisia,France,23.82,38.7,08/10/2024,Delivered
SH-43134,China,France,-5.61,62.35,2024-01-09,Pending
SH-43135,USA,,invalid,abc,11/11/2024,Pending
SH-43136,Germany,Italy,42.64,61.93,2024-01-07,Delivered
SH-43137,USA,,37.69,abc,10/22/2024,Delivered
SH-2598,Spain,Italy,3.95,177.78,,In Transit
SH-43139,Germany,UK,44.83,102.26,2024/03/20,In Transit
SH-43140,Spain,Germany,37.09,183.57,2024-09-05,In Transit
SH-43141,Tunisia,Germany,17.65,112.3,2024-12-15,In Transit
SH-43142,USA,UK,26.53,195.58,,Pending
SH-43143,USA,Italy,30.04,-10.73,2024/04/06,Pending
SH-43144,Spain,Germany,6.55,198.35,2024/06/15,Delivered
SH-43145,China,France,-6.94,117.72,2024/09/23,In Transit
SH-2204,USA,UK,24.68,13.52,2024/11/21,In Transit
SH-43147,Tunisia,,23.89,,2024/05/27,Delivered
SH-43148,Germany,abc,5.09,22.85,2024/02/25,In Transit
SH-43149,Spain,,11.6,144.03,2024-10-07,In Transit
SH-43150,China,France,-8.11,100.83,2024-07-20,Pending
SH-43151,Germany,,35.54,112.01,,In Transit
SH-43152,Spain,Italy,19.45,144.67,02/10/2024,In Transit
SH-2566,China,Italy,16.9,15.39,2024/03/01,Pending
SH-43154,Spain,Italy,abc,15.22,2024/09/24,Pending
SH-43155,China,,19.91,157.71,,In Transit
SH-43156,Germany,UK,32.37,,2024-09-22,In Transit
SH-43157,Spain,UK,invalid,187.85,2024/02/06,Delivered
SH-43158,Spain,Italy,1.0,-5.53,2024-06-15,Delivered
SH-43159,Tunisia,UK,invalid,65.74,,Delivered
SH-43160,Tunisia,Italy,-5.15,-13.29,2024-08-21,Pending
SH-43161,Germany,France,46.17,130.24,09/28/2024,Delivered
SH-2131,USA,UK,13.2,88.32,2024-10-06,In Transit
SH-43163,Spain,Italy,39.47,96.33,2024/05/19,In Transit
SH-43164,USA,,43.23,129.12,11/09/2024,Pending
SH-43165,Spain,Germany,,60.93,2024-08-09,In Transit
SH-43166,China,France,8.69,58.68,2024/02/22,Delivered
SH-2292,Spain,UK,1.24,164.94,11/25/2024,Delivered
SH-43168,USA,France,26.42,invalid,2024/03/07,Delivered
SH-43169,Spain,Germany,19.76,,2024/06/23,Delivered
SH-43170,Spain,Italy,0.17,9.46,2024-04-06,In Transit
SH-43171,China,invalid,13.47,76.2,,Delivered
SH-43172,Spain,Italy,20.86,-16.2,2024-08-05,Delivered
SH-43173,Germany,France,abc,invalid,2024/05/07,Delivered
SH-43174,Tunisia,,invalid,,,In Transit
SH-2824,China,France,3.06,100.05,2024-01-13,Delivered
SH-43176,Spain,France,-5.87,4.94,12/21/2024,Delivered
SH-43177,Tunisia,,abc,99.96,2024-10-12,Delivered
SH-43178,Tunisia,Italy,16.32,1.03,2024/07/08,In Transit
SH-43179,Germany,Italy,6.32,invalid,07/14/2024,In Transit
SH-43180,USA,UK,12.28,-5.17,2024-03-14,In Transit
SH-43181,China,France,-0.03,,2024/03/20,Pending
SH-43182,Tunisia,France,42.58,122.5,invalid,Delivered
SH-43183,China,UK,32.85,49.87,2024-05-20,Delivered
SH-43184,China,France,43.61,-11.35,2024/06/23,Delivered
SH-43185,USA,UK,48.83,154.67,04/23/2024,Pending
SH-43186,Tunisia,UK,38.88,135.75,2024/06/26,Pending
SH-43187,Tunisia,Germany,9.16,29.95,invalid,Delivered
SH-43188,China,,26.96,131.49,invalid,In Transit
SH-43189,China,Italy,32.96,80.56,09/04/2024,In Transit
SH-43190,Tunisia,abc,10.54,invalid,2024/04/17,Delivered
SH-43191,Tunisia,Germany,46.2,,2024-10-19,Delivered
SH-43192,Spain,,abc,115.06,12/19/2024,In Transit
SH-43193,Germany,,-0.92,49.91,2024/12/18,Pending
SH-43194,Tunisia,,44.65,10.51,2024-11-19,In Transit
SH-43195,China,Germany,-1.62,67.1,2024/12/18,Delivered
SH-43196,Spain,UK,46.94,162.24,2024/02/27,In Transit
SH-43197,USA,France,-4.71,abc,2024/06/14,In Transit
SH-43198,Spain,Italy,21.29,166.54,,In Transit
SH-43199,USA,Italy,9.5,-4.22,2024/04/11,In Transit
SH-43200,Tunisia,,15.97,,05/26/2024,Delivered
SH-2564,Tunisia,Italy,36.12,,2024-05-10,Pending
SH-43202,Germany,France,37.24,123.27,08/14/2024,Pending
SH-43203,Germany,,38.02,invalid,2024/12/01,Delivered
SH-43204,Germany,,22.69,61.18,2024/10/16,In Transit
SH-43205,Spain,,12.46,162.22,2024/04/03,In Transit
SH-43206,China,Germany,18.13,82.6,2024/08/07,In Transit
SH-43207,USA,,23.9,114.06,2024/06/05,Pending
SH-43208,Tunisia,,3.26,107.48,2024-06-07,Pending
SH-43209,Tunisia,,17.36,133.53,2024/10/01,In Transit
SH-2573,USA,,-1.4,162.62,2024/02/04,In Transit
SH-2776,USA,,2.13,145.23,2024/06/05,Pending
SH-43212,Spain,Germany,40.24,119.2,2024/09/17,Delivered
SH-43213,Tunisia,Germany,22.11,61.4,04/24/2024,In Transit
SH-43214,USA,,20.41,22.93,06/23/2024,Delivered
SH-43215,Spain,,24.34,119.44,11/19/2024,Delivered
SH-43216,Spain,,49.7,152.33,invalid,In Transit
SH-43217,Germany,,0.11,72.05,2024/12/26,In Transit
SH-43218,Germany,France,40.47,103.47,2024-01-10,Pending
SH-43219,USA,invalid,,192.29,09/24/2024,Delivered
SH-43220,USA,,,,invalid,In Transit
SH-43221,Spain,France,14.56,58.49,,Pending
SH-43222,Germany,invalid,23.53,-8.07,07/25/2024,Pending
SH-43223,Germany,France,11.78,77.09,2024/08/20,Delivered
SH-43224,Tunisia,Italy,7.13,99.32,12/12/2024,Delivered
SH-43225,USA,Germany,,168.05,2024-06-06,In Transit
SH-43226,Spain,UK,0.74,49.71,11/07/2024,Pending
SH-43227,Spain,France,8.0,-0.81,08/12/2024,Delivered
SH-43228,USA,invalid,invalid,108.35,2024/10/24,In Transit
SH-43229,Germany,abc,31.05,110.49,2024/06/20,Pending
SH-43230,Tunisia,,1.49,188.77,,Delivered
SH-2214,Spain,Germany,19.43,62.38,invalid,Pending
SH-43232,USA,UK,24.39,64.21,04/27/2024,In Transit
SH-43233,Tunisia,UK,34.34,invalid,2024/06/03,Pending
SH-43234,China,UK,-7.52,167.99,2024/11/09,In Transit
SH-43235,USA,,32.5,36.32,abc,Delivered
SH-2707,USA,invalid,12.84,,2024/11/04,In Transit
SH-43237,USA,Germany,12.79,117.1,2024/03/15,Delivered
