origin,destination,weight,delivery_date,status
China,France,34.62,2024-02-18,In Transit
Tunisia,Germany,27.79,2024-10-09,Pending
Spain,UK,1.21,2024-07-22,Pending
China,Germany,17.34,2024-05-01,In Transit
Tunisia,UK,37.1,2024-01-26,Delivered
China,Italy,37.86,2024-09-23,Delivered
Tunisia,France,33.19,2024-08-14,In Transit
Tunisia,Germany,-4.87,2024-08-22,In Transit
Spain,Italy,31.94,2024-10-09,In Transit
Tunisia,Italy,23.33,2024-04-18,Delivered
USA,France,6.38,2024-10-27,Pending
Germany,UK,48.93,2024-01-01,In Transit
China,France,7.95,2024-06-13,Delivered
USA,Germany,8.12,2024-06-22,Delivered
Spain,UK,34.06,2024-04-27,Delivered
Spain,Germany,35.05,2024-10-09,Delivered
USA,France,37.39,2024-12-15,In Transit
Tunisia,France,7.95,2024-01-13,Pending
Germany,Germany,41.09,2024-09-02,Pending
China,Germany,35.27,2024-10-09,Pending
China,UK,7.95,2024-06-17,Delivered
Spain,Germany,14.68,2024-11-04,Delivered
Germany,France,29.74,2024-11-01,Pending
USA,Germany,-6.48,2024-06-18,Delivered
China,France,31.32,2024-10-17,Pending
Germany,France,-2.77,2024-12-03,Delivered
Germany,Germany,28.99,2024-01-02,Delivered
Spain,UK,14.41,2024-02-07,In Transit
USA,France,7.95,2024-11-22,Pending
Tunisia,France,30.54,2024-09-02,Delivered
Germany,France,7.95,2024-10-14,In Transit
USA,UK,23.59,2024-10-09,Pending
China,France,37.82,2024-03-24,In Transit
China,France,29.3,2024-05-25,In Transit
Germany,France,36.4,2024-10-09,In Transit
Tunisia,Italy,14.08,2024-05-21,Delivered
Germany,Italy,17.31,2024-01-19,Pending
Germany,France,7.95,2024-09-03,In Transit
Spain,UK,19.33,2024-05-09,In Transit
China,France,33.97,2024-12-05,In Transit
USA,Italy,13.19,2024-12-15,Delivered
Spain,France,5.22,2024-08-28,In Transit
China,France,23.36,2024-12-10,Delivered
USA,Germany,-0.15,2024-11-02,Pending
Spain,France,2.59,2024-10-09,In Transit
Germany,Italy,4.44,2024-10-04,In Transit
Spain,France,23.34,2024-11-20,In Transit
Tunisia,France,10.47,2024-01-12,Delivered
Tunisia,France,24.53,2024-10-09,In Transit
Spain,UK,45.76,2024-09-26,Pending
USA,France,21.11,2024-01-11,Pending
USA,France,17.05,2024-08-19,Delivered
Germany,Germany,43.01,2024-11-05,Pending
Spain,Germany,15.77,2024-05-09,Pending
Tunisia,Germany,38.15,2024-07-05,In Transit
Germany,France,37.95,2024-12-08,In Transit
USA,Germany,39.97,2024-02-24,In Transit
Spain,France,7.95,2024-08-25,Delivered
Germany,UK,19.22,2024-05-05,In Transit
China,Germany,-4.75,2024-06-17,Pending
Spain,France,-5.84,2024-04-05,Pending
Germany,France,21.06,2024-09-26,In Transit
Spain,France,40.52,2024-09-05,In Transit
Germany,France,7.19,2024-10-16,Pending
China,UK,12.35,2024-04-24,Pending
Spain,Italy,-8.98,2024-10-09,Delivered
Tunisia,France,5.39,2024-04-04,Pending
Spain,France,41.25,2024-01-13,In Transit
Spain,France,46.86,2024-08-24,In Transit
Spain,France,2.58,2024-02-26,Pending
Spain,France,7.95,2024-06-12,Pending
Tunisia,Germany,32.22,2024-11-26,In Transit
Germany,France,-4.75,2024-10-09,Pending
China,France,10.84,2024-04-22,Pending
China,France,10.92,2024-01-20,In Transit
Germany,UK,-7.46,2024-05-03,Pending
China,France,-9.04,2024-09-06,In Transit
Tunisia,Germany,15.94,2024-12-27,Delivered
Spain,Italy,15.47,2024-07-23,Delivered
Germany,UK,30.11,2024-06-25,Pending
China,France,15.7,2024-09-28,Pending
USA,Germany,21.98,2024-10-22,Delivered
Tunisia,France,39.76,2024-04-06,Pending
China,France,4.88,2024-04-15,In Transit
China,UK,36.56,2024-11-07,Delivered
Tunisia,UK,-7.43,2024-09-03,Delivered
Spain,Italy,0.83,2024-06-07,In Transit
China,France,11.62,2024-12-13,In Transit
Spain,Italy,0.57,2024-06-14,Delivered
Spain,France,37.08,2024-09-06,In Transit
Tunisia,France,-8.65,2024-11-01,In Transit
Spain,UK,9.3,2024-12-15,Pending
Tunisia,UK,11.39,2024-07-08,Delivered
Tunisia,France,8.09,2024-05-01,In Transit
USA,France,23.03,2024-10-09,In Transit
Germany,France,7.95,2024-11-22,Pending
Germany,France,43.25,2024-10-09,Delivered
Tunisia,France,-9.02,2024-01-10,In Transit
Spain,Italy,48.38,2024-01-14,In Transit
Spain,France,14.78,2024-08-03,Pending
Spain,Italy,49.27,2024-09-28,In Transit
Germany,Germany,24.66,2024-12-27,Delivered
Spain,France,10.49,2024-09-20,In Transit
Germany,UK,16.58,2024-03-02,Pending
Tunisia,Italy,23.06,2024-10-09,Pending
Tunisia,France,41.91,2024-05-02,In Transit
USA,Italy,32.43,2024-09-26,In Transit
Tunisia,Italy,7.95,2024-07-10,Delivered
Tunisia,UK,7.95,2024-03-13,Pending
USA,UK,29.71,2024-10-14,Delivered
USA,UK,15.12,2024-06-27,In Transit
China,Germany,21.82,2024-11-23,Pending
USA,Germany,-9.35,2024-05-10,Delivered
USA,France,33.54,2024-05-24,In Transit
Tunisia,Italy,-5.24,2024-02-07,In Transit
Tunisia,France,5.76,2024-01-26,Delivered
China,Germany,2.57,2024-04-01,Delivered
Germany,Germany,4.43,2024-10-04,Delivered
China,Italy,37.85,2024-02-07,Pending
Germany,Germany,-4.51,2024-05-16,In Transit
USA,France,20.75,2024-08-17,Pending
USA,France,8.16,2024-08-12,Delivered
Tunisia,France,10.86,2024-10-09,In Transit
China,France,46.72,2024-10-15,In Transit
Spain,France,9.5,2024-03-09,In Transit
China,France,23.74,2024-01-25,Delivered
USA,Italy,-5.62,2024-10-06,In Transit
China,France,19.45,2024-06-12,Pending
China,UK,4.71,2024-08-23,Pending
China,France,-4.39,2024-10-07,Pending
USA,France,45.92,2024-01-16,In Transit
Germany,Italy,29.39,2024-01-01,In Transit
Tunisia,France,4.54,2024-07-17,Delivered
Germany,France,7.95,2024-04-06,Pending
Tunisia,France,44.3,2024-10-08,Delivered
Tunisia,UK,40.93,2024-10-09,In Transit
USA,Germany,49.35,2024-07-15,In Transit
Germany,Germany,-1.11,2024-11-17,Delivered
Tunisia,France,20.38,2024-10-09,Pending
USA,France,8.93,2024-02-05,Delivered
China,France,8.75,2024-09-19,Delivered
Tunisia,Germany,35.22,2024-10-09,In Transit
Germany,France,0.66,2024-10-09,In Transit
Germany,Germany,49.94,2024-04-11,Delivered
Tunisia,France,16.2,2024-12-18,Delivered
China,UK,2.4,2024-04-25,In Transit
Germany,France,29.87,2024-09-13,Pending
China,France,48.53,2024-01-02,In Transit
Tunisia,France,7.73,2024-03-19,Delivered
USA,France,9.69,2024-10-09,Pending
USA,France,-7.68,2024-10-20,In Transit
USA,UK,36.47,2024-05-22,In Transit
Germany,Germany,41.31,2024-10-10,In Transit
Germany,UK,49.41,2024-06-04,Pending
Spain,Italy,42.83,2024-10-09,Pending
Germany,UK,2.41,2024-06-15,Delivered
China,France,44.95,2024-10-09,Delivered
Germany,Italy,34.89,2024-10-09,In Transit
Spain,UK,7.95,2024-10-10,Pending
USA,France,44.8,2024-05-22,Pending
China,France,16.48,2024-04-10,In Transit
Tunisia,France,43.19,2024-07-28,In Transit
USA,Germany,49.01,2024-04-24,Pending
USA,France,44.71,2024-06-09,Pending
Tunisia,France,42.72,2024-03-22,In Transit
USA,Italy,-4.82,2024-10-09,Pending
China,France,29.08,2024-10-09,In Transit
China,Germany,31.23,2024-11-18,In Transit
USA,France,44.16,2024-07-27,Pending
China,France,44.88,2024-07-11,Pending
Spain,France,7.95,2024-07-08,In Transit
China,Germany,10.95,2024-11-04,Delivered
USA,UK,29.94,2024-06-18,Pending
Spain,Germany,40.78,2024-12-10,Delivered
Tunisia,France,7.95,2024-07-08,Pending
Tunisia,Italy,1.72,2024-08-19,Pending
China,France,11.08,2024-10-09,Pending
China,UK,43.91,2024-11-08,In Transit
Germany,UK,18.52,2024-10-09,Delivered
USA,Italy,46.59,2024-04-27,Delivered
Tunisia,France,6.98,2024-02-28,Pending
China,Germany,17.75,2024-05-21,Delivered
USA,France,21.51,2024-06-06,Delivered
Tunisia,France,27.36,2024-08-27,In Transit
China,Italy,9.59,2024-09-08,In Transit
Spain,France,44.57,2024-08-23,Delivered
USA,France,29.75,2024-08-07,In Transit
USA,France,25.05,2024-01-11,Pending
Tunisia,France,-5.77,2024-05-21,Delivered
China,France,17.84,2024-06-20,Delivered
Spain,UK,7.95,2024-10-23,Delivered
Germany,Italy,-7.69,2024-10-09,Pending
USA,France,31.27,2024-09-02,Pending
China,Italy,26.24,2024-03-26,Pending
Tunisia,Germany,7.95,2024-03-19,In Transit
Spain,Germany,49.47,2024-08-15,Pending
Germany,France,45.27,2024-08-16,Delivered
Spain,UK,17.93,2024-03-18,Delivered
USA,UK,18.1,2024-01-03,Pending
Germany,France,38.5,2024-12-08,Delivered
Tunisia,France,41.12,2024-10-09,In Transit
Germany,France,15.37,2024-04-23,Pending
Tunisia,Italy,7.95,2024-08-17,Pending
USA,Italy,42.66,2024-09-21,Delivered
China,Italy,7.95,2024-01-05,Delivered
USA,Italy,7.95,2024-07-18,In Transit
China,UK,14.36,2024-10-11,Pending
Germany,Germany,45.73,2024-04-20,Delivered
Germany,Italy,-8.97,2024-07-06,In Transit
Spain,Italy,-0.18,2024-05-23,Delivered
Germany,UK,-5.23,2024-02-09,Delivered
Germany,Germany,26.88,2024-07-20,In Transit
Spain,Italy,16.29,2024-02-28,Delivered
Germany,France,30.9,2024-04-17,In Transit
China,UK,16.7,2024-08-06,In Transit
Tunisia,France,25.27,2024-03-17,In Transit
USA,France,-9.62,2024-03-20,Pending
Tunisia,Germany,44.61,2024-10-09,In Transit
Tunisia,France,7.95,2024-03-24,In Transit
Spain,Italy,-0.89,2024-12-14,Delivered
China,UK,-5.84,2024-03-02,Pending
USA,Germany,1.93,2024-03-22,In Transit
Germany,France,25.94,2024-06-21,Delivered
Tunisia,Italy,39.19,2024-10-27,In Transit
Tunisia,France,34.51,2024-09-21,In Transit
Germany,France,37.5,2024-04-23,Delivered
China,Italy,37.67,2024-04-19,In Transit
Spain,Germany,19.56,2024-03-14,In Transit
Tunisia,Italy,22.17,2024-07-25,Pending
USA,UK,2.82,2024-03-03,Pending
Spain,Germany,7.95,2024-03-20,Delivered
China,France,28.13,2024-01-27,Pending
Tunisia,UK,-8.18,2024-02-09,In Transit
China,France,-3.49,2024-04-01,Pending
China,Germany,15.44,2024-10-12,In Transit
USA,France,12.08,2024-01-26,Pending
Germany,France,-0.58,2024-01-25,Delivered
Spain,UK,1.41,2024-01-05,Pending
Germany,France,36.82,2024-11-06,In Transit
Spain,France,46.54,2024-10-09,In Transit
Germany,Germany,43.2,2024-08-08,In Transit
Tunisia,UK,35.76,2024-12-27,Pending
Tunisia,France,7.95,2024-05-21,In Transit
USA,France,9.01,2024-04-24,Delivered
Spain,France,2.63,2024-06-07,In Transit
Spain,France,7.95,2024-07-23,Pending
USA,France,-6.41,2024-07-06,Pending
USA,France,7.95,2024-08-09,In Transit
Spain,France,18.46,2024-02-24,Delivered
Tunisia,France,33.53,2024-05-11,Delivered
China,Germany,-7.96,2024-02-12,Pending
Germany,France,-3.25,2024-02-07,In Transit
Germany,France,42.85,2024-05-17,Delivered
Germany,Italy,2.16,2024-09-21,Delivered
Tunisia,France,7.95,2024-04-15,In Transit
Spain,France,15.35,2024-01-04,In Transit
Spain,UK,47.96,2024-05-14,In Transit
USA,Germany,49.01,2024-03-07,In Transit
Germany,Italy,32.23,2024-08-12,Pending
Spain,UK,18.36,2024-11-13,In Transit
China,Italy,39.28,2024-10-09,Delivered
Germany,UK,28.72,2024-11-07,Pending
Germany,France,32.71,2024-01-22,In Transit
Spain,Italy,37.46,2024-10-03,In Transit
USA,Germany,7.95,2024-01-22,Pending
Spain,France,37.64,2024-03-12,Pending
Spain,Italy,44.76,2024-11-22,In Transit
USA,UK,47.11,2024-05-05,Delivered
USA,Germany,16.39,2024-10-08,In Transit
Tunisia,France,-1.07,2024-09-03,Pending
Tunisia,France,31.12,2024-09-01,In Transit
Spain,France,3.3,2024-10-09,Pending
USA,Germany,7.95,2024-01-28,Delivered
Spain,France,26.45,2024-05-26,In Transit
USA,Italy,41.63,2024-02-23,In Transit
China,France,7.95,2024-03-08,Delivered
Spain,France,1.08,2024-02-19,Delivered
USA,France,29.1,2024-02-07,Delivered
USA,France,12.19,2024-12-17,In Transit
USA,France,-8.88,2024-11-16,Pending
USA,Italy,17.33,2024-08-22,Pending
Spain,France,49.46,2024-06-20,Delivered
USA,France,-0.46,2024-03-24,Delivered
China,France,46.39,2024-07-02,Pending
China,Germany,7.95,2024-05-18,In Transit
China,France,42.07,2024-10-09,Pending
Germany,Italy,40.28,2024-01-18,Delivered
Spain,France,12.14,2024-04-03,Delivered
Tunisia,UK,27.82,2024-10-21,In Transit
Germany,Italy,11.74,2024-06-03,In Transit
Spain,France,17.96,2024-04-26,Delivered
USA,France,-7.87,2024-07-18,Delivered
Tunisia,Germany,48.69,2024-10-09,Pending
Spain,Germany,40.9,2024-11-27,Pending
Germany,France,36.73,2024-10-09,In Transit
Spain,Italy,-0.83,2024-03-02,Delivered
USA,France,34.14,2024-10-09,Delivered
Germany,France,23.72,2024-04-23,In Transit
China,Italy,6.39,2024-03-17,Delivered
Germany,France,27.41,2024-07-21,In Transit
Germany,France,23.39,2024-07-17,Pending
Tunisia,UK,-1.97,2024-04-22,Pending
Spain,UK,20.31,2024-10-04,Delivered
USA,France,45.83,2024-03-04,Delivered
Germany,France,20.16,2024-11-27,Delivered
Germany,UK,7.95,2024-04-16,In Transit
Germany,Italy,34.39,2024-10-16,In Transit
USA,UK,7.95,2024-10-12,Delivered
China,Italy,16.49,2024-10-24,Pending
Spain,Italy,23.75,2024-05-26,Delivered
China,France,4.4,2024-05-18,Pending
Germany,Italy,13.09,2024-02-12,Pending
USA,France,23.5,2024-06-26,In Transit
Germany,France,7.95,2024-03-20,In Transit
Germany,France,14.95,2024-04-17,Pending
Germany,UK,47.63,2024-02-19,Pending
Tunisia,Italy,9.44,2024-09-14,Pending
USA,France,22.36,2024-03-23,Delivered
USA,UK,6.12,2024-10-07,In Transit
Spain,France,46.25,2024-07-04,Pending
Germany,UK,7.95,2024-12-27,Pending
China,France,43.06,2024-11-16,Pending
Spain,France,-5.54,2024-04-20,Pending
USA,France,32.24,2024-04-12,In Transit
China,Italy,7.95,2024-12-12,Pending
Spain,France,42.34,2024-09-08,Pending
USA,UK,45.24,2024-01-26,Delivered
Spain,France,40.09,2024-09-15,In Transit
China,France,28.68,2024-10-05,Delivered
Tunisia,UK,7.95,2024-09-01,In Transit
Tunisia,France,15.38,2024-07-22,In Transit
Tunisia,Germany,31.87,2024-07-14,Delivered
Germany,UK,28.66,2024-10-09,Pending
Germany,France,-9.61,2024-10-26,Pending
Tunisia,France,-4.59,2024-08-04,In Transit
USA,UK,-6.35,2024-02-01,In Transit
USA,France,41.88,2024-05-26,In Transit
Germany,UK,35.46,2024-08-14,Delivered
USA,France,2.35,2024-10-09,In Transit
Germany,UK,-7.96,2024-07-02,Delivered
Tunisia,Italy,24.24,2024-09-13,Pending
Spain,UK,9.54,2024-10-09,Delivered
Tunisia,France,-0.95,2024-09-23,Pending
Spain,Italy,3.85,2024-03-28,Pending
USA,France,12.9,2024-09-26,Pending
China,France,0.92,2024-05-24,Pending
Tunisia,Italy,13.01,2024-01-25,Pending
China,France,4.24,2024-03-11,Pending
China,Germany,2.19,2024-10-09,Delivered
Tunisia,France,31.72,2024-06-12,Delivered
China,UK,7.95,2024-02-05,Pending
Germany,UK,-6.52,2024-06-02,Pending
Tunisia,France,17.77,2024-02-24,In Transit
Germany,France,38.26,2024-06-07,Pending
China,Germany,-0.8,2024-01-27,Delivered
China,France,29.67,2024-02-20,Delivered
Germany,France,-2.83,2024-01-19,Delivered
Tunisia,France,34.96,2024-04-24,Pending
USA,France,32.35,2024-10-09,In Transit
Germany,Italy,38.59,2024-10-11,Delivered
China,Italy,32.57,2024-06-10,Delivered
Spain,France,26.65,2024-01-17,Pending
Tunisia,Germany,10.71,2024-10-27,Delivered
USA,France,7.95,2024-03-21,Pending
Germany,Italy,25.57,2024-05-26,Pending
Tunisia,France,5.07,2024-05-20,Pending
Spain,Italy,46.51,2024-03-27,In Transit
China,Italy,22.11,2024-12-03,Pending
USA,France,10.16,2024-04-19,Pending
Tunisia,France,40.83,2024-04-05,Delivered
Tunisia,France,10.14,2024-10-26,Pending
China,France,46.53,2024-06-17,Pending
Spain,France,32.15,2024-10-09,Delivered
Germany,France,7.95,2024-08-24,In Transit
Spain,France,21.8,2024-03-23,Pending
USA,Germany,15.94,2024-07-03,Delivered
Germany,France,27.01,2024-09-26,Delivered
Tunisia,France,-2.99,2024-03-03,In Transit
Germany,UK,16.07,2024-07-06,Pending
USA,France,5.31,2024-11-17,Delivered
Tunisia,UK,8.0,2024-12-26,In Transit
Tunisia,France,27.75,2024-12-26,In Transit
Spain,France,1.86,2024-06-06,In Transit
Spain,France,21.87,2024-10-26,Delivered
Spain,Italy,7.95,2024-09-20,Delivered
USA,Italy,-5.04,2024-01-20,In Transit
USA,France,3.91,2024-03-01,Pending
Germany,France,42.9,2024-10-13,In Transit
China,France,36.22,2024-12-10,Pending
Spain,UK,24.12,2024-09-13,Pending
USA,France,28.73,2024-03-04,In Transit
Germany,France,33.15,2024-10-09,In Transit
USA,Germany,41.43,2024-03-02,Delivered
USA,France,-5.74,2024-01-14,In Transit
USA,France,11.76,2024-02-11,Delivered
China,France,42.16,2024-02-12,Delivered
Spain,France,19.62,2024-07-23,Delivered
Tunisia,France,3.41,2024-10-21,Pending
Tunisia,France,39.4,2024-02-16,In Transit
Spain,UK,19.63,2024-07-14,In Transit
Germany,Italy,35.26,2024-03-26,Delivered
Tunisia,Germany,28.11,2024-10-09,Pending
China,Italy,45.21,2024-05-24,Pending
Spain,Italy,7.95,2024-12-14,Delivered
Germany,France,16.02,2024-10-09,Delivered
China,UK,7.95,2024-07-01,Pending
USA,UK,7.95,2024-06-17,Pending
USA,Italy,7.17,2024-08-26,In Transit
Tunisia,Italy,7.95,2024-11-07,Pending
USA,Italy,31.97,2024-09-07,Pending
China,UK,36.03,2024-10-09,Delivered
Germany,UK,43.01,2024-06-06,In Transit
USA,Italy,0.96,2024-05-16,Delivered
Tunisia,UK,29.28,2024-10-03,Delivered
Spain,Italy,-1.67,2024-09-10,Delivered
USA,Germany,3.59,2024-03-23,In Transit
Germany,France,32.5,2024-05-08,Pending
USA,France,22.08,2024-11-07,Pending
China,Germany,9.0,2024-01-17,Delivered
USA,France,42.06,2024-01-12,Delivered
Tunisia,France,4.54,2024-04-08,In Transit
Germany,Italy,36.05,2024-09-15,Delivered
USA,UK,0.43,2024-09-28,In Transit
Tunisia,Italy,40.42,2024-12-20,In Transit
Tunisia,UK,9.55,2024-10-21,Pending
Spain,France,31.86,2024-04-05,In Transit
China,France,47.19,2024-07-19,Delivered
Germany,Italy,7.95,2024-07-17,In Transit
China,France,33.32,2024-10-09,In Transit
Tunisia,France,20.38,2024-12-11,Pending
China,France,11.56,2024-03-20,Pending
China,Germany,29.36,2024-05-13,Pending
Germany,France,32.16,2024-11-01,In Transit
Spain,France,17.41,2024-02-27,Delivered
Spain,France,7.95,2024-12-10,Pending
Tunisia,France,-5.3,2024-04-14,Delivered
China,France,43.61,2024-09-16,Pending
Spain,France,7.95,2024-10-25,Pending
Tunisia,UK,21.32,2024-07-18,Delivered
Germany,Italy,41.43,2024-01-19,Pending
USA,UK,37.89,2024-12-14,In Transit
Germany,France,5.66,2024-10-09,In Transit
Germany,Germany,38.14,2024-10-09,Pending
Tunisia,France,-4.68,2024-08-27,In Transit
China,France,32.18,2024-10-09,In Transit
Spain,France,7.95,2024-10-20,In Transit
China,France,20.49,2024-03-09,Pending
Spain,Italy,41.03,2024-02-05,Pending
Germany,France,-2.55,2024-12-17,In Transit
USA,UK,30.96,2024-10-09,Pending
USA,France,19.24,2024-08-06,In Transit
USA,Germany,31.27,2024-05-09,Delivered
Germany,France,1.66,2024-09-15,Pending
Spain,France,5.9,2024-12-17,Delivered
China,France,-0.38,2024-10-09,Delivered
USA,France,48.13,2024-01-05,In Transit
Spain,UK,7.95,2024-11-02,In Transit
Germany,Italy,20.06,2024-10-09,In Transit
Germany,France,-1.44,2024-11-20,In Transit
USA,France,12.12,2024-07-22,Delivered
China,France,15.99,2024-06-18,Delivered
Germany,France,14.37,2024-03-27,Delivered
USA,France,32.26,2024-12-24,Delivered
Tunisia,France,40.98,2024-10-09,Delivered
Tunisia,Germany,40.81,2024-04-04,In Transit
Germany,Germany,33.8,2024-06-20,In Transit
China,UK,4.39,2024-10-09,In Transit
USA,France,11.94,2024-05-03,Pending
China,France,-7.65,2024-12-24,Pending
Germany,France,26.64,2024-08-21,Pending
Tunisia,France,28.86,2024-01-13,Delivered
China,Germany,17.51,2024-10-09,In Transit
Germany,Italy,42.56,2024-05-05,In Transit
China,Italy,7.95,2024-02-20,In Transit
Spain,Italy,29.74,2024-12-08,Pending
Spain,France,17.74,2024-03-22,Delivered
China,France,5.64,2024-11-11,In Transit
Spain,France,3.8,2024-05-21,Pending
Tunisia,Germany,16.34,2024-11-16,In Transit
Germany,France,12.81,2024-04-02,Delivered
USA,Germany,32.37,2024-04-20,Delivered
Germany,France,39.82,2024-02-15,Pending
Tunisia,Germany,33.94,2024-07-01,Pending
USA,Italy,-6.65,2024-03-05,In Transit
Germany,UK,1.75,2024-11-16,Pending
Spain,UK,0.01,2024-04-23,Delivered
Germany,Germany,12.54,2024-03-08,Delivered
Tunisia,Italy,7.95,2024-03-22,In Transit
Tunisia,France,-3.57,2024-06-13,Pending
Tunisia,France,48.29,2024-11-27,In Transit
Germany,France,16.47,2024-06-06,Pending
USA,France,5.78,2024-05-14,Pending
USA,France,22.84,2024-12-03,Delivered
USA,Germany,1.72,2024-06-15,In Transit
Germany,Germany,19.78,2024-05-26,Delivered
Tunisia,France,30.68,2024-03-20,Pending
Tunisia,UK,8.46,2024-06-27,Delivered
Tunisia,Germany,-2.86,2024-10-09,Pending
USA,Germany,-9.34,2024-09-06,Delivered
China,France,16.13,2024-10-10,Pending
Germany,UK,7.95,2024-06-17,Delivered
Spain,UK,7.95,2024-02-21,Pending
China,UK,12.03,2024-11-14,Pending
Germany,France,41.86,2024-10-23,Pending
Spain,UK,26.14,2024-09-17,Delivered
Spain,France,28.35,2024-04-20,Delivered
Spain,UK,-5.17,2024-05-21,Pending
China,France,1.54,2024-04-04,Delivered
Tunisia,Italy,-0.85,2024-10-09,Delivered
China,Germany,46.12,2024-06-11,Pending
Spain,Italy,40.46,2024-07-05,Delivered
Spain,France,21.25,2024-02-04,Delivered
Germany,France,-1.53,2024-10-09,Delivered
Germany,Germany,17.22,2024-01-14,In Transit
Tunisia,France,2.68,2024-10-09,In Transit
Tunisia,Germany,7.95,2024-03-19,Delivered
USA,UK,17.04,2024-10-09,Delivered
Germany,France,-0.76,2024-03-23,Pending
Spain,France,24.89,2024-10-09,Delivered
USA,Germany,46.2,2024-02-18,Delivered
China,UK,40.19,2024-10-09,Pending
Spain,France,33.1,2024-09-23,Delivered
Germany,France,47.41,2024-10-09,Delivered
Tunisia,France,7.9,2024-01-15,Pending
Germany,UK,47.78,2024-11-06,Delivered
China,Germany,16.71,2024-02-09,In Transit
Tunisia,UK,-3.87,2024-10-09,Delivered
Spain,France,45.96,2024-10-02,Delivered
USA,Italy,10.22,2024-05-13,In Transit
Germany,France,7.95,2024-11-06,In Transit
USA,Germany,40.78,2024-08-04,In Transit
Spain,UK,41.85,2024-04-16,In Transit
Spain,Italy,5.94,2024-07-20,Pending
